Top 4808 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ 1.0 * sign_input_10: mean_abs=0.0120, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.994, pct<= 0.5=0.994
diff_target_2_4 ~ 1.0 * diff_input_6_8: mean_abs=17.7301, median_abs=13.3297, max_abs=69.2297, pct<= 0.1=0.038, pct<= 0.5=0.228
sum_target_3_4 ~ -0.0026 * sum_input_4_8: mean_abs=22.0432, median_abs=20.0850, max_abs=61.1643, pct<= 0.1=0.042, pct<= 0.5=0.174
geom_target_1_4 ~ 2.5627 * geom_input_3_6: mean_abs=7.4052, median_abs=6.0825, max_abs=29.0671, pct<= 0.1=0.078, pct<= 0.5=0.458
angle_target_1_2 ~ 1.0 * angle_input_7_12: mean_abs=1.5935, median_abs=1.6382, max_abs=3.1408, pct<= 0.1=0.036, pct<= 0.5=0.226
raw_target_1 ~ -0.1324 * raw_input_9: mean_abs=11.8880, median_abs=10.8843, max_abs=33.8546, pct<= 0.1=0.050, pct<= 0.5=0.176
prod_target_1_4 ~ -0.3395 * prod_input_5_10: mean_abs=232.2313, median_abs=126.3895, max_abs=1277.7165, pct<= 0.1=0.024, pct<= 0.5=0.216
prod_target_1_2 ~ -0.1614 * prod_input_2_8: mean_abs=139.4552, median_abs=101.9663, max_abs=574.2882, pct<= 0.1=0.042, pct<= 0.5=0.180
diff_target_3_4 ~ 1.0 * diff_input_2_3: mean_abs=28.7173, median_abs=28.9314, max_abs=54.4019, pct<= 0.1=0.000, pct<= 0.5=0.022
sum_target_3_4 ~ 0.0020 * sum_input_1_2: mean_abs=22.0417, median_abs=20.1398, max_abs=61.3220, pct<= 0.1=0.040, pct<= 0.5=0.170
angle_target_1_2 ~ 1.0 * angle_input_9_12: mean_abs=1.5915, median_abs=1.6127, max_abs=3.1410, pct<= 0.1=0.038, pct<= 0.5=0.236
raw_target_1 ~ -0.1337 * raw_input_1: mean_abs=11.8838, median_abs=10.9814, max_abs=33.3929, pct<= 0.1=0.050, pct<= 0.5=0.166
sum_target_2_4 ~ 1.6948 * sum_input_2_6: mean_abs=13.5593, median_abs=9.7187, max_abs=58.5736, pct<= 0.1=0.094, pct<= 0.5=0.458
diff_target_1_3 ~ -1.4813 * diff_input_6_8: mean_abs=14.7222, median_abs=10.9697, max_abs=65.1318, pct<= 0.1=0.050, pct<= 0.5=0.318
sum_target_1_2 ~ -0.0915 * sum_input_4_6: mean_abs=15.6163, median_abs=14.3139, max_abs=45.4026, pct<= 0.1=0.032, pct<= 0.5=0.192
angle_target_1_2 ~ 1.0 * angle_input_7_8: mean_abs=1.5954, median_abs=1.6072, max_abs=3.1128, pct<= 0.1=0.034, pct<= 0.5=0.244
angle_target_1_2 ~ 1.0 * angle_input_3_10: mean_abs=1.6163, median_abs=1.6556, max_abs=3.1408, pct<= 0.1=0.060, pct<= 0.5=0.254
abs_target_4 ~ 1.0 * abs_input_6: mean_abs=16.3656, median_abs=12.7010, max_abs=59.0452, pct<= 0.1=0.012, pct<= 0.5=0.126
prod_target_3_4 ~ 2.1053 * prod_input_5_7: mean_abs=114.0286, median_abs=76.1774, max_abs=533.8211, pct<= 0.1=0.078, pct<= 0.5=0.482
sum_target_3_4 ~ 0.0027 * sum_input_10_11: mean_abs=22.0430, median_abs=20.0888, max_abs=61.1649, pct<= 0.1=0.042, pct<= 0.5=0.174
prod_target_1_3 ~ 0.5045 * prod_input_1_2: mean_abs=269.9476, median_abs=118.1713, max_abs=1945.1033, pct<= 0.1=0.024, pct<= 0.5=0.184
raw_target_1 ~ -0.1184 * raw_input_2: mean_abs=11.9025, median_abs=10.8051, max_abs=33.4864, pct<= 0.1=0.050, pct<= 0.5=0.174
diff_target_1_2 ~ -0.0941 * diff_input_2_11: mean_abs=18.1950, median_abs=16.8209, max_abs=46.9498, pct<= 0.1=0.022, pct<= 0.5=0.166
diff_target_1_2 ~ -0.1014 * diff_input_1_11: mean_abs=18.1841, median_abs=16.7052, max_abs=47.2339, pct<= 0.1=0.026, pct<= 0.5=0.172
angle_target_1_2 ~ 1.0 * angle_input_4_12: mean_abs=1.5972, median_abs=1.6414, max_abs=3.1378, pct<= 0.1=0.042, pct<= 0.5=0.252
prod_target_2_3 ~ -0.4490 * prod_input_4_7: mean_abs=243.1389, median_abs=149.3251, max_abs=1337.4217, pct<= 0.1=0.034, pct<= 0.5=0.226
prod_target_3_4 ~ -1.9739 * prod_input_2_4: mean_abs=116.9400, median_abs=80.7222, max_abs=482.1553, pct<= 0.1=0.074, pct<= 0.5=0.462
diff_target_2_4 ~ 1.0 * diff_input_6_9: mean_abs=17.8108, median_abs=13.3884, max_abs=74.0702, pct<= 0.1=0.032, pct<= 0.5=0.216
diff_target_1_4 ~ 1.0 * diff_input_5_6: mean_abs=17.9408, median_abs=14.5066, max_abs=67.8865, pct<= 0.1=0.016, pct<= 0.5=0.166
angle_target_1_2 ~ 1.0 * angle_input_6_7: mean_abs=1.5926, median_abs=1.5801, max_abs=3.1385, pct<= 0.1=0.062, pct<= 0.5=0.368
prod_target_1_3 ~ 0.4982 * prod_input_8_9: mean_abs=271.0838, median_abs=128.5947, max_abs=1930.8413, pct<= 0.1=0.014, pct<= 0.5=0.208
angle_target_1_2 ~ 1.0 * angle_input_1_8: mean_abs=1.5990, median_abs=1.6184, max_abs=3.1338, pct<= 0.1=0.044, pct<= 0.5=0.258
sum_target_1_3 ~ -1.5307 * sum_input_6_8: mean_abs=15.5677, median_abs=11.6190, max_abs=56.6636, pct<= 0.1=0.082, pct<= 0.5=0.392
angle_target_1_2 ~ 1.0 * angle_input_1_2: mean_abs=1.5792, median_abs=1.6242, max_abs=3.1341, pct<= 0.1=0.046, pct<= 0.5=0.254
prod_target_2_3 ~ -0.4691 * prod_input_1_8: mean_abs=243.4166, median_abs=152.2047, max_abs=1309.9035, pct<= 0.1=0.030, pct<= 0.5=0.214
angle_target_1_2 ~ 1.0 * angle_input_4_8: mean_abs=1.6191, median_abs=1.6308, max_abs=3.1379, pct<= 0.1=0.046, pct<= 0.5=0.262
sum_target_3_4 ~ 0.0002 * sum_input_4_9: mean_abs=22.0423, median_abs=20.1032, max_abs=61.2601, pct<= 0.1=0.038, pct<= 0.5=0.168
prod_target_2_3 ~ -0.4427 * prod_input_8_9: mean_abs=243.1644, median_abs=140.8458, max_abs=1337.7047, pct<= 0.1=0.038, pct<= 0.5=0.226
prod_target_1_4 ~ 0.2991 * prod_input_5_8: mean_abs=232.1567, median_abs=125.0153, max_abs=1277.8360, pct<= 0.1=0.022, pct<= 0.5=0.208
prod_target_3_4 ~ -2.0396 * prod_input_10_11: mean_abs=118.1199, median_abs=79.0829, max_abs=504.6717, pct<= 0.1=0.068, pct<= 0.5=0.438
diff_target_3_4 ~ 1.0 * diff_input_1_3: mean_abs=28.9871, median_abs=29.2734, max_abs=55.0424, pct<= 0.1=0.000, pct<= 0.5=0.018
diff_target_2_3 ~ 1.0 * diff_input_3_12: mean_abs=18.4394, median_abs=15.0056, max_abs=68.7686, pct<= 0.1=0.036, pct<= 0.5=0.206
sum_target_3_4 ~ 0.0062 * sum_input_1_4: mean_abs=22.0409, median_abs=20.2347, max_abs=61.4570, pct<= 0.1=0.042, pct<= 0.5=0.174
diff_target_2_4 ~ 1.0 * diff_input_5_6: mean_abs=18.2737, median_abs=13.4222, max_abs=81.0414, pct<= 0.1=0.016, pct<= 0.5=0.186
diff_target_1_2 ~ 0.0876 * diff_input_5_8: mean_abs=18.2073, median_abs=16.7159, max_abs=46.7628, pct<= 0.1=0.030, pct<= 0.5=0.162
geom_target_3_4 ~ 3.3493 * geom_input_6_12: mean_abs=6.4532, median_abs=5.0727, max_abs=27.6716, pct<= 0.1=0.098, pct<= 0.5=0.452
prod_target_2_4 ~ -0.4095 * prod_input_1_4: mean_abs=271.9900, median_abs=112.8392, max_abs=1831.8312, pct<= 0.1=0.022, pct<= 0.5=0.212
sum_target_2_4 ~ 1.6721 * sum_input_3_5: mean_abs=14.0216, median_abs=10.5415, max_abs=69.7955, pct<= 0.1=0.072, pct<= 0.5=0.416
prod_target_3_4 ~ 2.0812 * prod_input_8_11: mean_abs=116.6466, median_abs=80.2984, max_abs=552.0505, pct<= 0.1=0.080, pct<= 0.5=0.448
sum_target_3_4 ~ -0.0057 * sum_input_8_12: mean_abs=22.0443, median_abs=20.1006, max_abs=61.0793, pct<= 0.1=0.044, pct<= 0.5=0.166
prod_target_2_4 ~ -0.4441 * prod_input_7_12: mean_abs=272.8130, median_abs=116.9819, max_abs=1842.1285, pct<= 0.1=0.024, pct<= 0.5=0.212
angle_target_1_2 ~ 1.0 * angle_input_7_9: mean_abs=1.5885, median_abs=1.6120, max_abs=3.1349, pct<= 0.1=0.036, pct<= 0.5=0.232
sum_target_3_4 ~ 0.0057 * sum_input_2_4: mean_abs=22.0412, median_abs=20.2185, max_abs=61.4212, pct<= 0.1=0.040, pct<= 0.5=0.164
prod_target_2_4 ~ 0.4141 * prod_input_10_12: mean_abs=271.9760, median_abs=112.5380, max_abs=1829.6803, pct<= 0.1=0.024, pct<= 0.5=0.206
angle_target_1_2 ~ 1.0 * angle_input_8_11: mean_abs=1.5955, median_abs=1.6125, max_abs=3.1361, pct<= 0.1=0.064, pct<= 0.5=0.238
prod_target_1_3 ~ 0.5202 * prod_input_2_9: mean_abs=270.2971, median_abs=120.1404, max_abs=1932.3720, pct<= 0.1=0.028, pct<= 0.5=0.172
angle_target_1_2 ~ 1.0 * angle_input_2_8: mean_abs=1.6156, median_abs=1.6094, max_abs=3.1283, pct<= 0.1=0.034, pct<= 0.5=0.246
prod_target_1_2 ~ -0.2078 * prod_input_1_9: mean_abs=138.9684, median_abs=100.9520, max_abs=577.9385, pct<= 0.1=0.032, pct<= 0.5=0.172
prod_target_1_2 ~ -0.2080 * prod_input_2_9: mean_abs=139.1073, median_abs=102.7708, max_abs=571.9961, pct<= 0.1=0.040, pct<= 0.5=0.172
prod_target_1_3 ~ -0.5411 * prod_input_10_12: mean_abs=268.9495, median_abs=114.9693, max_abs=1922.8395, pct<= 0.1=0.028, pct<= 0.5=0.172
prod_target_1_3 ~ 0.5540 * prod_input_1_9: mean_abs=270.2635, median_abs=126.7805, max_abs=1939.8280, pct<= 0.1=0.026, pct<= 0.5=0.176
angle_target_2_3 ~ 1.0 * angle_input_1_6: mean_abs=1.7153, median_abs=1.6499, max_abs=3.1302, pct<= 0.1=0.020, pct<= 0.5=0.190
angle_target_1_2 ~ 1.0 * angle_input_1_12: mean_abs=1.6003, median_abs=1.6254, max_abs=3.1376, pct<= 0.1=0.042, pct<= 0.5=0.234
diff_target_1_2 ~ 0.1073 * diff_input_5_9: mean_abs=18.1871, median_abs=16.6965, max_abs=47.2608, pct<= 0.1=0.028, pct<= 0.5=0.166
prod_target_2_3 ~ -0.4586 * prod_input_2_8: mean_abs=243.1948, median_abs=147.0174, max_abs=1332.4534, pct<= 0.1=0.024, pct<= 0.5=0.216
sum_target_1_2 ~ -0.1227 * sum_input_3_11: mean_abs=15.6080, median_abs=14.2418, max_abs=46.2157, pct<= 0.1=0.042, pct<= 0.5=0.174
angle_target_1_2 ~ 1.0 * angle_input_4_7: mean_abs=1.6017, median_abs=1.6224, max_abs=3.1398, pct<= 0.1=0.044, pct<= 0.5=0.280
angle_target_1_2 ~ 1.0 * angle_input_5_8: mean_abs=1.5438, median_abs=1.5016, max_abs=3.1409, pct<= 0.1=0.050, pct<= 0.5=0.350
angle_target_1_2 ~ 1.0 * angle_input_4_9: mean_abs=1.6019, median_abs=1.6250, max_abs=3.1306, pct<= 0.1=0.038, pct<= 0.5=0.258
prod_target_2_4 ~ -0.4600 * prod_input_4_8: mean_abs=273.4507, median_abs=119.9916, max_abs=1854.3142, pct<= 0.1=0.024, pct<= 0.5=0.202
angle_target_2_3 ~ 1.0 * angle_input_2_6: mean_abs=1.7140, median_abs=1.6408, max_abs=3.1407, pct<= 0.1=0.024, pct<= 0.5=0.200
raw_target_2 ~ 0.0119 * raw_input_8: mean_abs=12.3915, median_abs=12.0600, max_abs=32.1758, pct<= 0.1=0.040, pct<= 0.5=0.162
angle_target_1_2 ~ 1.0 * angle_input_4_10: mean_abs=1.5988, median_abs=1.6123, max_abs=3.1411, pct<= 0.1=0.072, pct<= 0.5=0.296
angle_target_1_2 ~ 1.0 * angle_input_7_10: mean_abs=1.5939, median_abs=1.5579, max_abs=3.1378, pct<= 0.1=0.070, pct<= 0.5=0.262
angle_target_1_2 ~ 1.0 * angle_input_8_12: mean_abs=1.5860, median_abs=1.6092, max_abs=3.1404, pct<= 0.1=0.034, pct<= 0.5=0.230
prod_target_1_2 ~ -0.2424 * prod_input_7_12: mean_abs=138.4606, median_abs=102.7755, max_abs=574.6333, pct<= 0.1=0.042, pct<= 0.5=0.176
geom_target_2_3 ~ 2.8907 * geom_input_6_7: mean_abs=7.4099, median_abs=6.1062, max_abs=29.8024, pct<= 0.1=0.088, pct<= 0.5=0.454
diff_target_2_4 ~ 1.4242 * diff_input_5_12: mean_abs=16.5224, median_abs=12.9858, max_abs=59.3950, pct<= 0.1=0.092, pct<= 0.5=0.370
angle_target_2_3 ~ 1.0 * angle_input_4_6: mean_abs=1.7345, median_abs=1.7080, max_abs=3.1384, pct<= 0.1=0.020, pct<= 0.5=0.192
angle_target_1_2 ~ 1.0 * angle_input_5_11: mean_abs=1.5474, median_abs=1.5298, max_abs=3.1397, pct<= 0.1=0.048, pct<= 0.5=0.284
prod_target_1_4 ~ 0.3136 * prod_input_11_12: mean_abs=232.1496, median_abs=126.6930, max_abs=1306.7939, pct<= 0.1=0.030, pct<= 0.5=0.194
prod_target_1_3 ~ 0.5421 * prod_input_7_12: mean_abs=269.9051, median_abs=118.3569, max_abs=1928.2616, pct<= 0.1=0.034, pct<= 0.5=0.174
diff_target_2_4 ~ 1.0 * diff_input_2_3: mean_abs=18.3173, median_abs=13.8923, max_abs=84.2034, pct<= 0.1=0.026, pct<= 0.5=0.174
angle_target_1_2 ~ 1.0 * angle_input_5_7: mean_abs=1.5489, median_abs=1.5358, max_abs=3.1372, pct<= 0.1=0.050, pct<= 0.5=0.354
geom_target_3_4 ~ 3.4840 * geom_input_6_11: mean_abs=6.4233, median_abs=5.1084, max_abs=27.6480, pct<= 0.1=0.096, pct<= 0.5=0.484
angle_target_1_2 ~ 1.0 * angle_input_2_12: mean_abs=1.6110, median_abs=1.6420, max_abs=3.1412, pct<= 0.1=0.032, pct<= 0.5=0.222
angle_target_1_2 ~ 1.0 * angle_input_9_10: mean_abs=1.5950, median_abs=1.6094, max_abs=3.1403, pct<= 0.1=0.070, pct<= 0.5=0.298
sum_target_1_4 ~ -1.4465 * sum_input_6_10: mean_abs=15.7583, median_abs=11.6877, max_abs=57.7010, pct<= 0.1=0.054, pct<= 0.5=0.370
angle_target_1_2 ~ 1.0 * angle_input_2_10: mean_abs=1.5983, median_abs=1.6062, max_abs=3.1407, pct<= 0.1=0.068, pct<= 0.5=0.290
angle_target_1_2 ~ 1.0 * angle_input_1_7: mean_abs=1.5953, median_abs=1.6013, max_abs=3.1407, pct<= 0.1=0.046, pct<= 0.5=0.270
sum_target_3_4 ~ -0.0074 * sum_input_5_10: mean_abs=22.0410, median_abs=20.2661, max_abs=61.4851, pct<= 0.1=0.034, pct<= 0.5=0.154
sum_target_1_3 ~ 1.5827 * sum_input_5_11: mean_abs=15.5756, median_abs=11.7583, max_abs=59.0238, pct<= 0.1=0.082, pct<= 0.5=0.414
angle_target_1_2 ~ 1.0 * angle_input_1_4: mean_abs=1.6001, median_abs=1.6061, max_abs=3.1409, pct<= 0.1=0.036, pct<= 0.5=0.230
geom_target_1_3 ~ 2.6541 * geom_input_3_6: mean_abs=7.9643, median_abs=5.9687, max_abs=37.6312, pct<= 0.1=0.086, pct<= 0.5=0.428
angle_target_1_2 ~ 1.0 * angle_input_1_9: mean_abs=1.5970, median_abs=1.6113, max_abs=3.1388, pct<= 0.1=0.046, pct<= 0.5=0.244
prod_target_2_4 ~ 0.4500 * prod_input_3_5: mean_abs=272.4165, median_abs=113.1005, max_abs=1847.9644, pct<= 0.1=0.014, pct<= 0.5=0.200
sum_target_3_4 ~ -0.0029 * sum_input_9_12: mean_abs=22.0432, median_abs=20.0840, max_abs=61.1768, pct<= 0.1=0.038, pct<= 0.5=0.170
angle_target_1_2 ~ 1.0 * angle_input_6_10: mean_abs=1.5984, median_abs=1.6022, max_abs=3.1396, pct<= 0.1=0.040, pct<= 0.5=0.384
diff_target_3_4 ~ 1.0 * diff_input_6_12: mean_abs=29.1697, median_abs=29.3458, max_abs=52.2639, pct<= 0.1=0.000, pct<= 0.5=0.012
sum_target_1_2 ~ -0.1093 * sum_input_6_12: mean_abs=15.6107, median_abs=14.3066, max_abs=45.6635, pct<= 0.1=0.028, pct<= 0.5=0.170
prod_target_2_3 ~ 0.4886 * prod_input_3_11: mean_abs=243.8153, median_abs=146.5130, max_abs=1340.7963, pct<= 0.1=0.030, pct<= 0.5=0.194
diff_target_1_2 ~ -0.1040 * diff_input_4_11: mean_abs=18.1941, median_abs=16.6874, max_abs=47.1755, pct<= 0.1=0.026, pct<= 0.5=0.158
abs_target_3 ~ 2.0924 * abs_input_4: mean_abs=11.2224, median_abs=10.3175, max_abs=37.6593, pct<= 0.1=0.068, pct<= 0.5=0.464
diff_target_1_2 ~ -0.1155 * diff_input_1_5: mean_abs=18.1729, median_abs=16.7927, max_abs=47.2838, pct<= 0.1=0.030, pct<= 0.5=0.162
diff_target_1_2 ~ -0.1080 * diff_input_2_5: mean_abs=18.1849, median_abs=16.7381, max_abs=47.0017, pct<= 0.1=0.028, pct<= 0.5=0.152
sum_target_3_4 ~ 0.0090 * sum_input_3_6: mean_abs=22.0397, median_abs=20.3004, max_abs=61.5217, pct<= 0.1=0.044, pct<= 0.5=0.154
sum_target_2_4 ~ 1.0 * sum_input_5_8: mean_abs=16.7764, median_abs=12.3082, max_abs=80.2269, pct<= 0.1=0.014, pct<= 0.5=0.156
diff_target_2_4 ~ 1.3739 * diff_input_6_7: mean_abs=16.9495, median_abs=13.6077, max_abs=58.2078, pct<= 0.1=0.054, pct<= 0.5=0.346
prod_target_2_3 ~ 0.5106 * prod_input_4_10: mean_abs=243.6854, median_abs=148.6868, max_abs=1363.7623, pct<= 0.1=0.032, pct<= 0.5=0.172
prod_target_1_2 ~ 0.2654 * prod_input_10_12: mean_abs=138.5819, median_abs=103.3978, max_abs=578.2466, pct<= 0.1=0.036, pct<= 0.5=0.160
prod_target_1_2 ~ -0.1971 * prod_input_1_2: mean_abs=139.1375, median_abs=99.9467, max_abs=574.5838, pct<= 0.1=0.034, pct<= 0.5=0.170
prod_target_1_3 ~ 0.5085 * prod_input_4_8: mean_abs=270.3297, median_abs=123.9623, max_abs=1905.0791, pct<= 0.1=0.018, pct<= 0.5=0.172
diff_target_2_3 ~ 1.0 * diff_input_6_11: mean_abs=18.7039, median_abs=14.8885, max_abs=74.1923, pct<= 0.1=0.020, pct<= 0.5=0.188
diff_target_2_3 ~ 1.0 * diff_input_1_6: mean_abs=18.4327, median_abs=14.7607, max_abs=69.5196, pct<= 0.1=0.018, pct<= 0.5=0.204
prod_target_1_2 ~ -0.2107 * prod_input_4_8: mean_abs=139.2544, median_abs=100.3767, max_abs=576.9426, pct<= 0.1=0.030, pct<= 0.5=0.160
diff_target_2_3 ~ -1.4421 * diff_input_5_12: mean_abs=16.7528, median_abs=13.7081, max_abs=61.8713, pct<= 0.1=0.072, pct<= 0.5=0.398
prod_target_2_3 ~ -0.5400 * prod_input_1_9: mean_abs=243.5636, median_abs=147.4496, max_abs=1325.6689, pct<= 0.1=0.034, pct<= 0.5=0.162
angle_target_1_2 ~ 1.0 * angle_input_2_4: mean_abs=1.6138, median_abs=1.6176, max_abs=3.1379, pct<= 0.1=0.030, pct<= 0.5=0.222
prod_target_1_3 ~ 0.5187 * prod_input_2_4: mean_abs=269.3115, median_abs=114.3879, max_abs=1903.9128, pct<= 0.1=0.024, pct<= 0.5=0.170
angle_target_1_2 ~ 1.0 * angle_input_1_10: mean_abs=1.6004, median_abs=1.6157, max_abs=3.1407, pct<= 0.1=0.060, pct<= 0.5=0.288
angle_target_1_2 ~ 1.0 * angle_input_2_9: mean_abs=1.6061, median_abs=1.6326, max_abs=3.1352, pct<= 0.1=0.036, pct<= 0.5=0.236
angle_target_1_2 ~ 1.0 * angle_input_8_9: mean_abs=1.5815, median_abs=1.5908, max_abs=3.1394, pct<= 0.1=0.036, pct<= 0.5=0.228
sum_target_3_4 ~ 0.0043 * sum_input_1_12: mean_abs=22.0412, median_abs=20.1803, max_abs=61.3785, pct<= 0.1=0.038, pct<= 0.5=0.160
prod_target_1_2 ~ 0.2482 * prod_input_3_5: mean_abs=138.5752, median_abs=101.7627, max_abs=591.8545, pct<= 0.1=0.034, pct<= 0.5=0.156
raw_target_2 ~ 0.0231 * raw_input_9: mean_abs=12.3897, median_abs=12.0685, max_abs=32.3545, pct<= 0.1=0.040, pct<= 0.5=0.150
diff_target_3_4 ~ 1.0 * diff_input_10_11: mean_abs=29.3975, median_abs=29.3287, max_abs=55.9466, pct<= 0.1=0.000, pct<= 0.5=0.008
diff_target_1_4 ~ 1.0 * diff_input_2_3: mean_abs=18.0954, median_abs=14.1756, max_abs=67.0279, pct<= 0.1=0.024, pct<= 0.5=0.156
prod_target_1_4 ~ 0.3810 * prod_input_2_5: mean_abs=232.2270, median_abs=128.0883, max_abs=1283.8935, pct<= 0.1=0.034, pct<= 0.5=0.198
diff_target_2_3 ~ 1.0 * diff_input_2_6: mean_abs=18.4808, median_abs=15.0073, max_abs=71.6272, pct<= 0.1=0.026, pct<= 0.5=0.184
prod_target_2_4 ~ -0.4336 * prod_input_2_4: mean_abs=272.4985, median_abs=109.8561, max_abs=1843.9585, pct<= 0.1=0.018, pct<= 0.5=0.202
prod_target_2_4 ~ -0.4639 * prod_input_4_9: mean_abs=272.9704, median_abs=114.4554, max_abs=1852.1531, pct<= 0.1=0.026, pct<= 0.5=0.198
diff_target_2_4 ~ 1.0 * diff_input_1_3: mean_abs=18.4530, median_abs=14.1859, max_abs=84.8439, pct<= 0.1=0.018, pct<= 0.5=0.178
angle_target_1_2 ~ 1.0 * angle_input_2_7: mean_abs=1.6057, median_abs=1.6271, max_abs=3.1333, pct<= 0.1=0.038, pct<= 0.5=0.266
diff_target_1_3 ~ 1.0 * diff_input_3_8: mean_abs=17.0356, median_abs=13.0101, max_abs=80.5160, pct<= 0.1=0.026, pct<= 0.5=0.152
diff_target_1_4 ~ 1.0 * diff_input_1_3: mean_abs=18.2762, median_abs=14.5383, max_abs=71.2510, pct<= 0.1=0.020, pct<= 0.5=0.182
sum_target_3_4 ~ 0.0035 * sum_input_2_12: mean_abs=22.0415, median_abs=20.1666, max_abs=61.3453, pct<= 0.1=0.042, pct<= 0.5=0.162
raw_target_1 ~ -0.1477 * raw_input_4: mean_abs=11.8883, median_abs=10.8164, max_abs=33.4337, pct<= 0.1=0.044, pct<= 0.5=0.156
raw_target_2 ~ 0.0421 * raw_input_1: mean_abs=12.3835, median_abs=12.1439, max_abs=32.5578, pct<= 0.1=0.034, pct<= 0.5=0.148
diff_target_1_2 ~ -0.0847 * diff_input_3_6: mean_abs=18.2268, median_abs=16.9555, max_abs=46.9417, pct<= 0.1=0.026, pct<= 0.5=0.146
prod_target_2_4 ~ 0.4784 * prod_input_7_11: mean_abs=272.9908, median_abs=117.8283, max_abs=1865.0045, pct<= 0.1=0.028, pct<= 0.5=0.190
sum_target_1_4 ~ 1.0 * sum_input_5_8: mean_abs=17.9508, median_abs=14.3893, max_abs=63.6806, pct<= 0.1=0.020, pct<= 0.5=0.160
angle_target_1_2 ~ 1.0 * angle_input_1_3: mean_abs=1.5990, median_abs=1.6010, max_abs=3.1411, pct<= 0.1=0.050, pct<= 0.5=0.268
prod_target_2_4 ~ -0.4558 * prod_input_10_11: mean_abs=272.3082, median_abs=113.9511, max_abs=1851.9000, pct<= 0.1=0.016, pct<= 0.5=0.182
prod_target_2_3 ~ -0.5287 * prod_input_2_9: mean_abs=243.3057, median_abs=144.3095, max_abs=1357.7786, pct<= 0.1=0.024, pct<= 0.5=0.158
geom_target_2_3 ~ 2.9154 * geom_input_6_10: mean_abs=7.5293, median_abs=5.9905, max_abs=29.9753, pct<= 0.1=0.092, pct<= 0.5=0.448
prod_target_1_2 ~ -0.2607 * prod_input_4_9: mean_abs=138.9890, median_abs=99.4757, max_abs=572.2377, pct<= 0.1=0.034, pct<= 0.5=0.150
prod_target_3_4 ~ 1.0 * prod_input_6_10: mean_abs=169.7867, median_abs=90.3849, max_abs=860.6140, pct<= 0.1=0.016, pct<= 0.5=0.108
diff_target_1_2 ~ -0.1264 * diff_input_6_10: mean_abs=18.1805, median_abs=16.7808, max_abs=47.2059, pct<= 0.1=0.028, pct<= 0.5=0.148
angle_target_1_2 ~ 1.0 * angle_input_5_10: mean_abs=1.5566, median_abs=1.5925, max_abs=3.1359, pct<= 0.1=0.066, pct<= 0.5=0.328
angle_target_1_3 ~ 1.0 * angle_input_4_6: mean_abs=1.7025, median_abs=1.8318, max_abs=3.1155, pct<= 0.1=0.014, pct<= 0.5=0.172
diff_target_2_3 ~ -1.4097 * diff_input_6_7: mean_abs=16.9838, median_abs=13.7692, max_abs=65.3503, pct<= 0.1=0.078, pct<= 0.5=0.352
prod_target_1_2 ~ 0.2599 * prod_input_7_11: mean_abs=138.5086, median_abs=101.0620, max_abs=580.5177, pct<= 0.1=0.030, pct<= 0.5=0.152
sum_target_1_4 ~ 1.5003 * sum_input_1_6: mean_abs=15.7226, median_abs=11.9192, max_abs=55.3232, pct<= 0.1=0.068, pct<= 0.5=0.364
prod_target_1_4 ~ 0.4523 * prod_input_5_9: mean_abs=232.4005, median_abs=127.2039, max_abs=1273.1792, pct<= 0.1=0.022, pct<= 0.5=0.188
angle_target_1_2 ~ 1.0 * angle_input_2_3: mean_abs=1.6029, median_abs=1.5955, max_abs=3.1393, pct<= 0.1=0.050, pct<= 0.5=0.266
sum_target_1_4 ~ 1.4910 * sum_input_6_9: mean_abs=15.8528, median_abs=11.9774, max_abs=55.2486, pct<= 0.1=0.052, pct<= 0.5=0.382
angle_target_1_3 ~ 1.0 * angle_input_2_6: mean_abs=1.6961, median_abs=1.8182, max_abs=3.1373, pct<= 0.1=0.020, pct<= 0.5=0.170
sum_target_3_4 ~ 0.0097 * sum_input_4_12: mean_abs=22.0407, median_abs=20.2854, max_abs=61.4997, pct<= 0.1=0.036, pct<= 0.5=0.150
prod_target_1_3 ~ 0.5771 * prod_input_4_9: mean_abs=269.7666, median_abs=117.3847, max_abs=1901.4484, pct<= 0.1=0.020, pct<= 0.5=0.154
raw_target_3 ~ -2.0920 * raw_input_4: mean_abs=11.2393, median_abs=10.3190, max_abs=37.6629, pct<= 0.1=0.068, pct<= 0.5=0.464
angle_target_1_3 ~ 1.0 * angle_input_1_6: mean_abs=1.6963, median_abs=1.8159, max_abs=3.1415, pct<= 0.1=0.024, pct<= 0.5=0.156
diff_target_1_2 ~ 0.1090 * diff_input_11_12: mean_abs=18.1998, median_abs=16.8012, max_abs=47.0662, pct<= 0.1=0.024, pct<= 0.5=0.140
diff_target_1_2 ~ -0.1209 * diff_input_4_5: mean_abs=18.1824, median_abs=16.5576, max_abs=47.2616, pct<= 0.1=0.024, pct<= 0.5=0.148
prod_target_1_3 ~ -0.6058 * prod_input_3_5: mean_abs=270.5671, median_abs=121.6650, max_abs=1969.0920, pct<= 0.1=0.016, pct<= 0.5=0.140
prod_target_1_2 ~ -0.2528 * prod_input_1_4: mean_abs=138.9487, median_abs=99.6345, max_abs=576.4183, pct<= 0.1=0.036, pct<= 0.5=0.148
