Top 500 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ -1.0000 * sign_target_4: mean_abs=0.0000, median_abs=0.0000, max_abs=0.0000, pct<= 0.1=1.000, pct<= 0.5=1.000
maxabs2_target_1_2 ~ 1.7677 * maxabs2_input_2_4: mean_abs=2.0891, median_abs=1.7058, max_abs=7.5707, pct<= 0.1=0.462, pct<= 0.5=0.948
radius_target_3_4 ~ 1.7050 * radius_input_3_4: mean_abs=3.9647, median_abs=3.2243, max_abs=15.1312, pct<= 0.1=0.416, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 1.7063 * maxabs2_input_1_4: mean_abs=2.2287, median_abs=1.9011, max_abs=8.5927, pct<= 0.1=0.424, pct<= 0.5=0.952
absdiff_target_3_4 ~ 2.3632 * absdiff_input_3_6: mean_abs=4.2000, median_abs=3.7687, max_abs=13.2816, pct<= 0.1=0.462, pct<= 0.5=0.954
maxabs2_target_1_2 ~ 1.2969 * maxabs2_input_7_12: mean_abs=2.3473, median_abs=1.9784, max_abs=7.7593, pct<= 0.1=0.382, pct<= 0.5=0.968
maxabs2_target_1_2 ~ 1.2972 * maxabs2_input_7_11: mean_abs=2.3599, median_abs=1.9856, max_abs=7.7569, pct<= 0.1=0.380, pct<= 0.5=0.970
maxabs2_target_1_2 ~ 1.7937 * maxabs2_input_2_12: mean_abs=2.1306, median_abs=1.7886, max_abs=8.0393, pct<= 0.1=0.442, pct<= 0.5=0.952
radius_target_3_4 ~ 1.7712 * radius_input_3_12: mean_abs=4.0046, median_abs=3.1122, max_abs=13.6640, pct<= 0.1=0.426, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 1.4264 * maxabs2_input_9_10: mean_abs=2.3147, median_abs=2.0371, max_abs=7.7903, pct<= 0.1=0.394, pct<= 0.5=0.954
maxabs2_target_1_2 ~ 1.2974 * maxabs2_input_5_7: mean_abs=2.3620, median_abs=1.9745, max_abs=7.7554, pct<= 0.1=0.380, pct<= 0.5=0.968
diff_target_3_4 ~ 2.8662 * diff_input_5_12: mean_abs=3.5697, median_abs=2.8692, max_abs=13.1580, pct<= 0.1=0.532, pct<= 0.5=0.952
radius_target_3_4 ~ 1.9876 * radius_input_2_10: mean_abs=3.8860, median_abs=3.4038, max_abs=15.4551, pct<= 0.1=0.396, pct<= 0.5=0.960
absdiff_target_3_4 ~ 3.2702 * radius_input_4_12: mean_abs=3.5556, median_abs=3.2306, max_abs=12.5231, pct<= 0.1=0.538, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 1.4758 * maxabs2_input_4_8: mean_abs=2.3448, median_abs=1.9997, max_abs=10.1487, pct<= 0.1=0.400, pct<= 0.5=0.958
radius_target_3_4 ~ 1.9634 * radius_input_9_10: mean_abs=3.9586, median_abs=3.3957, max_abs=14.8853, pct<= 0.1=0.414, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.2970 * maxabs2_input_6_7: mean_abs=2.3820, median_abs=2.0396, max_abs=7.7584, pct<= 0.1=0.378, pct<= 0.5=0.972
radius_target_3_4 ~ 1.8347 * radius_input_8_10: mean_abs=4.0617, median_abs=3.6868, max_abs=12.9867, pct<= 0.1=0.382, pct<= 0.5=0.962
radius_target_1_2 ~ 1.6542 * radius_input_6_8: mean_abs=2.4701, median_abs=2.1875, max_abs=8.1112, pct<= 0.1=0.448, pct<= 0.5=0.952
radius_target_3_4 ~ 2.1782 * radius_input_1_9: mean_abs=4.0081, median_abs=3.7401, max_abs=13.4940, pct<= 0.1=0.382, pct<= 0.5=0.958
radius_target_3_4 ~ 2.7484 * radius_input_2_5: mean_abs=3.8899, median_abs=3.3421, max_abs=15.0179, pct<= 0.1=0.414, pct<= 0.5=0.958
maxabs2_target_1_2 ~ 1.4353 * maxabs2_input_10_12: mean_abs=2.4009, median_abs=2.1556, max_abs=7.7199, pct<= 0.1=0.378, pct<= 0.5=0.958
radius_target_3_4 ~ 1.8189 * radius_input_3_5: mean_abs=4.0696, median_abs=3.4797, max_abs=15.2736, pct<= 0.1=0.406, pct<= 0.5=0.954
maxabs2_target_1_2 ~ 1.4354 * maxabs2_input_6_10: mean_abs=2.4245, median_abs=2.1798, max_abs=7.7192, pct<= 0.1=0.378, pct<= 0.5=0.962
absdiff_target_3_4 ~ 3.5104 * radius_input_1_6: mean_abs=3.8865, median_abs=3.4760, max_abs=13.0977, pct<= 0.1=0.472, pct<= 0.5=0.960
radius_target_1_2 ~ 1.0 * absdiff_input_8_10: mean_abs=3.8119, median_abs=3.5929, max_abs=10.9574, pct<= 0.1=0.248, pct<= 0.5=0.974
absdiff_target_3_4 ~ 3.7637 * radius_input_11_12: mean_abs=3.4845, median_abs=3.0025, max_abs=13.7353, pct<= 0.1=0.564, pct<= 0.5=0.966
maxabs2_target_1_2 ~ 1.7263 * maxabs2_input_1_12: mean_abs=2.3400, median_abs=1.9056, max_abs=8.3232, pct<= 0.1=0.396, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 1.4306 * maxabs2_input_2_10: mean_abs=2.3563, median_abs=2.1064, max_abs=7.8026, pct<= 0.1=0.382, pct<= 0.5=0.950
maxabs2_target_1_2 ~ 1.4359 * maxabs2_input_5_10: mean_abs=2.4122, median_abs=2.1665, max_abs=7.7202, pct<= 0.1=0.372, pct<= 0.5=0.954
radius_target_1_2 ~ 1.0 * radius_input_8_10: mean_abs=3.0167, median_abs=3.0672, max_abs=7.9140, pct<= 0.1=0.250, pct<= 0.5=0.980
absdiff_target_3_4 ~ 2.9183 * radius_input_6_10: mean_abs=3.9781, median_abs=3.4825, max_abs=10.3202, pct<= 0.1=0.486, pct<= 0.5=0.956
radius_target_3_4 ~ 1.8385 * radius_input_1_7: mean_abs=4.2208, median_abs=3.8288, max_abs=13.3759, pct<= 0.1=0.374, pct<= 0.5=0.962
radius_target_1_2 ~ 1.0 * radius_input_7_9: mean_abs=3.0723, median_abs=3.0364, max_abs=7.7173, pct<= 0.1=0.250, pct<= 0.5=0.972
maxabs2_target_1_2 ~ 1.4357 * maxabs2_input_10_11: mean_abs=2.4127, median_abs=2.1619, max_abs=7.7167, pct<= 0.1=0.370, pct<= 0.5=0.956
radius_target_3_4 ~ 1.8420 * radius_input_7_9: mean_abs=4.1569, median_abs=3.5432, max_abs=13.4061, pct<= 0.1=0.372, pct<= 0.5=0.964
normdiff_target_1_3 ~ 0.0000 * normdiff_input_11_12: mean_abs=6.6634, median_abs=0.9186, max_abs=1779.4121, pct<= 0.1=0.614, pct<= 0.5=0.878
normdiff_target_1_3 ~ -0.0004 * normdiff_input_7_10: mean_abs=6.6812, median_abs=0.9429, max_abs=1779.3961, pct<= 0.1=0.576, pct<= 0.5=0.890
maxabs2_target_1_2 ~ 1.4342 * maxabs2_input_4_10: mean_abs=2.4123, median_abs=2.1676, max_abs=7.7404, pct<= 0.1=0.370, pct<= 0.5=0.958
radius_target_3_4 ~ 1.9407 * radius_input_4_7: mean_abs=4.1966, median_abs=3.6783, max_abs=14.5549, pct<= 0.1=0.368, pct<= 0.5=0.970
radius_target_3_4 ~ 2.0333 * radius_input_2_8: mean_abs=4.3012, median_abs=3.8737, max_abs=12.9878, pct<= 0.1=0.336, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.7316 * maxabs2_input_1_11: mean_abs=2.4040, median_abs=2.1109, max_abs=8.2522, pct<= 0.1=0.388, pct<= 0.5=0.958
radius_target_3_4 ~ 2.3944 * radius_input_2_4: mean_abs=3.9389, median_abs=3.3291, max_abs=14.7322, pct<= 0.1=0.396, pct<= 0.5=0.954
radius_target_3_4 ~ 1.6230 * absdiff_input_5_7: mean_abs=4.3172, median_abs=3.8693, max_abs=13.8154, pct<= 0.1=0.358, pct<= 0.5=0.950
maxabs2_target_1_2 ~ 1.7259 * maxabs2_input_4_9: mean_abs=2.2731, median_abs=1.9602, max_abs=6.6490, pct<= 0.1=0.416, pct<= 0.5=0.940
radius_target_3_4 ~ 2.0076 * radius_input_8_9: mean_abs=4.2775, median_abs=3.5862, max_abs=13.9872, pct<= 0.1=0.386, pct<= 0.5=0.962
normdiff_target_2_3 ~ -0.0083 * normdiff_input_11_12: mean_abs=3.9118, median_abs=1.0480, max_abs=148.0685, pct<= 0.1=0.612, pct<= 0.5=0.878
radius_target_3_4 ~ 2.5764 * radius_input_1_11: mean_abs=4.0026, median_abs=3.5215, max_abs=14.0069, pct<= 0.1=0.388, pct<= 0.5=0.968
radius_target_1_2 ~ 1.0 * absdiff_input_9_11: mean_abs=3.2463, median_abs=2.9737, max_abs=8.6948, pct<= 0.1=0.204, pct<= 0.5=0.984
maxabs2_target_1_2 ~ 1.7331 * maxabs2_input_1_5: mean_abs=2.4311, median_abs=2.1360, max_abs=8.2327, pct<= 0.1=0.384, pct<= 0.5=0.960
radius_target_3_4 ~ 2.5899 * radius_input_2_12: mean_abs=3.8717, median_abs=3.2986, max_abs=13.7235, pct<= 0.1=0.426, pct<= 0.5=0.958
maxabs2_target_1_2 ~ 1.7322 * maxabs2_input_1_6: mean_abs=2.4580, median_abs=2.1598, max_abs=8.2439, pct<= 0.1=0.390, pct<= 0.5=0.958
radius_target_3_4 ~ 1.9801 * absdiff_input_5_9: mean_abs=4.2027, median_abs=3.2953, max_abs=13.8713, pct<= 0.1=0.414, pct<= 0.5=0.944
radius_target_1_2 ~ 1.0 * radius_input_1_7: mean_abs=3.0823, median_abs=2.9715, max_abs=7.6092, pct<= 0.1=0.234, pct<= 0.5=0.972
absdiff_target_3_4 ~ 4.0038 * radius_input_5_12: mean_abs=3.6093, median_abs=3.0396, max_abs=12.9759, pct<= 0.1=0.524, pct<= 0.5=0.958
radius_target_1_2 ~ 1.0 * absdiff_input_1_11: mean_abs=3.2201, median_abs=3.0510, max_abs=9.0297, pct<= 0.1=0.196, pct<= 0.5=0.982
maxabs2_target_1_2 ~ 1.7433 * maxabs2_input_9_11: mean_abs=2.3378, median_abs=1.9542, max_abs=6.8842, pct<= 0.1=0.400, pct<= 0.5=0.942
radius_target_3_4 ~ 2.0632 * radius_input_7_11: mean_abs=4.2727, median_abs=3.6976, max_abs=13.6313, pct<= 0.1=0.372, pct<= 0.5=0.962
radius_target_3_4 ~ 2.2063 * radius_input_10_12: mean_abs=4.1369, median_abs=3.3884, max_abs=14.9078, pct<= 0.1=0.400, pct<= 0.5=0.956
radius_target_3_4 ~ 1.7056 * absdiff_input_8_11: mean_abs=4.3296, median_abs=3.7729, max_abs=13.5474, pct<= 0.1=0.342, pct<= 0.5=0.952
radius_target_3_4 ~ 2.0817 * radius_input_4_10: mean_abs=4.1528, median_abs=3.6370, max_abs=15.7065, pct<= 0.1=0.396, pct<= 0.5=0.954
radius_target_3_4 ~ 2.5305 * radius_input_1_12: mean_abs=3.9907, median_abs=3.4394, max_abs=13.9957, pct<= 0.1=0.386, pct<= 0.5=0.958
radius_target_3_4 ~ 2.1381 * radius_input_4_8: mean_abs=4.2903, median_abs=3.7787, max_abs=13.3104, pct<= 0.1=0.346, pct<= 0.5=0.960
absdiff_target_3_4 ~ 3.5304 * radius_input_6_9: mean_abs=3.8282, median_abs=3.5688, max_abs=12.3223, pct<= 0.1=0.494, pct<= 0.5=0.954
radius_target_3_4 ~ 2.3451 * radius_input_1_4: mean_abs=4.1120, median_abs=3.5771, max_abs=16.4317, pct<= 0.1=0.386, pct<= 0.5=0.954
radius_target_3_4 ~ 1.9163 * radius_input_3_6: mean_abs=4.2371, median_abs=3.3288, max_abs=15.9808, pct<= 0.1=0.406, pct<= 0.5=0.952
radius_target_3_4 ~ 2.0592 * absdiff_input_4_11: mean_abs=4.2531, median_abs=3.6659, max_abs=16.1803, pct<= 0.1=0.352, pct<= 0.5=0.950
radius_target_3_4 ~ 2.3519 * radius_input_4_9: mean_abs=4.0953, median_abs=3.4998, max_abs=13.8666, pct<= 0.1=0.396, pct<= 0.5=0.956
radius_target_3_4 ~ 2.5856 * radius_input_9_11: mean_abs=3.9757, median_abs=3.2978, max_abs=12.8543, pct<= 0.1=0.400, pct<= 0.5=0.950
maxabs2_target_1_2 ~ 1.7441 * maxabs2_input_6_9: mean_abs=2.3984, median_abs=1.9931, max_abs=6.8950, pct<= 0.1=0.398, pct<= 0.5=0.944
maxabs2_target_1_2 ~ 1.7410 * maxabs2_input_9_12: mean_abs=2.3417, median_abs=1.9664, max_abs=6.8523, pct<= 0.1=0.410, pct<= 0.5=0.938
maxabs2_target_1_2 ~ 1.7446 * maxabs2_input_5_9: mean_abs=2.3736, median_abs=1.9850, max_abs=6.9012, pct<= 0.1=0.398, pct<= 0.5=0.946
radius_target_3_4 ~ 2.0393 * radius_input_7_12: mean_abs=4.2755, median_abs=3.7456, max_abs=13.6344, pct<= 0.1=0.370, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.4869 * maxabs2_input_8_12: mean_abs=2.5490, median_abs=2.1703, max_abs=10.4086, pct<= 0.1=0.378, pct<= 0.5=0.952
radius_target_3_4 ~ 2.0020 * radius_input_1_8: mean_abs=4.4605, median_abs=4.0545, max_abs=13.7788, pct<= 0.1=0.344, pct<= 0.5=0.960
radius_target_3_4 ~ 2.2378 * radius_input_10_11: mean_abs=4.1471, median_abs=3.7651, max_abs=13.7593, pct<= 0.1=0.372, pct<= 0.5=0.954
radius_target_3_4 ~ 2.3018 * radius_input_5_10: mean_abs=4.2043, median_abs=3.7237, max_abs=15.0881, pct<= 0.1=0.384, pct<= 0.5=0.948
radius_target_3_4 ~ 2.3001 * absdiff_input_11_12: mean_abs=4.1476, median_abs=3.5647, max_abs=14.9934, pct<= 0.1=0.396, pct<= 0.5=0.958
diff_target_3_4 ~ -2.3625 * diff_input_3_6: mean_abs=4.2676, median_abs=3.8319, max_abs=13.2889, pct<= 0.1=0.462, pct<= 0.5=0.948
normdiff_target_1_4 ~ -0.0013 * normdiff_input_11_12: mean_abs=3.3024, median_abs=1.0185, max_abs=161.3489, pct<= 0.1=0.576, pct<= 0.5=0.882
radius_target_1_2 ~ 1.0 * radius_input_2_7: mean_abs=3.2367, median_abs=3.2603, max_abs=8.0055, pct<= 0.1=0.186, pct<= 0.5=0.972
radius_target_3_4 ~ 1.9710 * absdiff_input_1_5: mean_abs=4.3379, median_abs=3.8778, max_abs=14.6230, pct<= 0.1=0.366, pct<= 0.5=0.946
radius_target_1_2 ~ 1.0 * absdiff_input_5_8: mean_abs=2.9599, median_abs=2.7491, max_abs=9.1228, pct<= 0.1=0.336, pct<= 0.5=0.954
maxabs2_target_1_2 ~ 2.0473 * maxabs2_input_4_5: mean_abs=2.4151, median_abs=2.0039, max_abs=8.5060, pct<= 0.1=0.402, pct<= 0.5=0.946
radius_target_3_4 ~ 2.1901 * absdiff_input_4_5: mean_abs=4.3936, median_abs=3.6679, max_abs=16.3646, pct<= 0.1=0.360, pct<= 0.5=0.940
radius_target_3_4 ~ 1.7298 * radius_input_7_8: mean_abs=4.6477, median_abs=4.1737, max_abs=14.3319, pct<= 0.1=0.316, pct<= 0.5=0.966
radius_target_3_4 ~ 3.1274 * radius_input_2_6: mean_abs=4.0965, median_abs=3.3415, max_abs=14.8956, pct<= 0.1=0.424, pct<= 0.5=0.956
radius_target_1_2 ~ 2.2497 * radius_input_4_6: mean_abs=2.4949, median_abs=2.2155, max_abs=8.3751, pct<= 0.1=0.408, pct<= 0.5=0.944
radius_target_3_4 ~ 2.1120 * radius_input_5_7: mean_abs=4.4466, median_abs=3.9558, max_abs=14.4160, pct<= 0.1=0.338, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 1.4892 * maxabs2_input_8_11: mean_abs=2.6175, median_abs=2.2185, max_abs=10.4626, pct<= 0.1=0.370, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 2.0439 * maxabs2_input_4_11: mean_abs=2.3994, median_abs=1.9899, max_abs=8.4654, pct<= 0.1=0.410, pct<= 0.5=0.940
radius_target_1_2 ~ 1.0 * absdiff_input_2_11: mean_abs=3.4849, median_abs=3.4145, max_abs=9.1315, pct<= 0.1=0.170, pct<= 0.5=0.976
absdiff_target_3_4 ~ 3.0280 * radius_input_6_8: mean_abs=4.5215, median_abs=4.0041, max_abs=14.8474, pct<= 0.1=0.448, pct<= 0.5=0.952
normdiff_target_2_4 ~ 0.0010 * normdiff_input_11_12: mean_abs=7.5530, median_abs=1.0143, max_abs=1101.6664, pct<= 0.1=0.572, pct<= 0.5=0.874
radius_target_3_4 ~ 2.5374 * radius_input_9_12: mean_abs=4.1061, median_abs=3.7277, max_abs=13.0869, pct<= 0.1=0.382, pct<= 0.5=0.950
radius_target_3_4 ~ 2.6843 * radius_input_5_9: mean_abs=4.1875, median_abs=3.4580, max_abs=13.4276, pct<= 0.1=0.386, pct<= 0.5=0.942
maxabs2_target_1_2 ~ 1.4896 * maxabs2_input_5_8: mean_abs=2.6589, median_abs=2.1864, max_abs=10.4729, pct<= 0.1=0.368, pct<= 0.5=0.942
radius_target_3_4 ~ 2.2723 * radius_input_8_12: mean_abs=4.4530, median_abs=4.0028, max_abs=12.7580, pct<= 0.1=0.344, pct<= 0.5=0.960
maxabs2_target_1_2 ~ 2.0305 * maxabs2_input_4_12: mean_abs=2.4000, median_abs=2.0583, max_abs=8.3968, pct<= 0.1=0.402, pct<= 0.5=0.936
normdiff_target_2_3 ~ 0.0002 * normdiff_input_7_10: mean_abs=3.7118, median_abs=0.9976, max_abs=161.9604, pct<= 0.1=0.564, pct<= 0.5=0.872
maxabs2_target_1_2 ~ 2.5976 * maxabs2_input_5_11: mean_abs=2.2990, median_abs=2.0639, max_abs=6.9030, pct<= 0.1=0.386, pct<= 0.5=0.940
radius_target_3_4 ~ 2.3037 * radius_input_8_11: mean_abs=4.5935, median_abs=4.1809, max_abs=13.8034, pct<= 0.1=0.328, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.4896 * maxabs2_input_6_8: mean_abs=2.7058, median_abs=2.2519, max_abs=10.4720, pct<= 0.1=0.372, pct<= 0.5=0.938
radius_target_3_4 ~ 2.6711 * radius_input_1_5: mean_abs=4.3402, median_abs=3.8741, max_abs=14.6616, pct<= 0.1=0.380, pct<= 0.5=0.950
maxabs2_target_1_2 ~ 2.0482 * maxabs2_input_4_6: mean_abs=2.4914, median_abs=2.0820, max_abs=8.5170, pct<= 0.1=0.394, pct<= 0.5=0.932
radius_target_3_4 ~ 1.7886 * absdiff_input_5_8: mean_abs=4.7620, median_abs=4.3144, max_abs=14.2152, pct<= 0.1=0.308, pct<= 0.5=0.954
radius_target_3_4 ~ 2.4641 * absdiff_input_5_12: mean_abs=4.3886, median_abs=3.6534, max_abs=16.3468, pct<= 0.1=0.374, pct<= 0.5=0.946
radius_target_3_4 ~ 1.0 * absdiff_input_7_10: mean_abs=5.8421, median_abs=4.8203, max_abs=20.4488, pct<= 0.1=0.286, pct<= 0.5=0.976
radius_target_3_4 ~ 3.5704 * radius_input_5_11: mean_abs=4.0698, median_abs=3.4488, max_abs=14.7783, pct<= 0.1=0.400, pct<= 0.5=0.950
normdiff_target_1_3 ~ 0.0004 * normdiff_input_8_10: mean_abs=6.6605, median_abs=0.9353, max_abs=1779.4043, pct<= 0.1=0.554, pct<= 0.5=0.874
absdiff_target_1_2 ~ 0.5266 * absdiff_target_3_4: mean_abs=7.0360, median_abs=6.3727, max_abs=29.2771, pct<= 0.1=0.212, pct<= 0.5=0.980
radius_target_1_2 ~ 1.0 * radius_input_3_6: mean_abs=3.6728, median_abs=3.5210, max_abs=9.9508, pct<= 0.1=0.232, pct<= 0.5=0.974
radius_target_1_2 ~ 1.4748 * absdiff_input_6_10: mean_abs=2.9989, median_abs=2.7572, max_abs=8.9500, pct<= 0.1=0.336, pct<= 0.5=0.928
geom_target_1_2 ~ 0.7482 * geom_input_3_7: mean_abs=2.5888, median_abs=2.0600, max_abs=15.6321, pct<= 0.1=0.316, pct<= 0.5=0.936
radius_target_3_4 ~ 2.0294 * absdiff_input_3_6: mean_abs=4.8615, median_abs=4.0070, max_abs=16.5108, pct<= 0.1=0.336, pct<= 0.5=0.942
radius_target_3_4 ~ 2.8762 * radius_input_4_11: mean_abs=4.3322, median_abs=3.8797, max_abs=16.6478, pct<= 0.1=0.342, pct<= 0.5=0.954
radius_target_3_4 ~ 2.2693 * radius_input_6_7: mean_abs=4.6968, median_abs=4.2376, max_abs=14.8550, pct<= 0.1=0.340, pct<= 0.5=0.954
normdiff_target_1_3 ~ 0.0011 * normdiff_input_9_10: mean_abs=6.6676, median_abs=0.9285, max_abs=1779.4083, pct<= 0.1=0.544, pct<= 0.5=0.870
radius_target_3_4 ~ 3.0167 * radius_input_4_5: mean_abs=4.4302, median_abs=3.7808, max_abs=17.3149, pct<= 0.1=0.364, pct<= 0.5=0.948
sqrtabs_target_2 ~ 0.8589 * sqrtabs_input_3: mean_abs=0.7956, median_abs=0.7048, max_abs=4.0167, pct<= 0.1=0.286, pct<= 0.5=0.934
geom_target_1_2 ~ 0.7866 * geom_input_3_10: mean_abs=2.6102, median_abs=2.1906, max_abs=15.2378, pct<= 0.1=0.278, pct<= 0.5=0.938
radius_target_3_4 ~ 3.2382 * radius_input_11_12: mean_abs=4.1884, median_abs=3.6208, max_abs=15.1851, pct<= 0.1=0.400, pct<= 0.5=0.956
radius_target_3_4 ~ 2.5092 * radius_input_6_10: mean_abs=4.5247, median_abs=3.9660, max_abs=16.7872, pct<= 0.1=0.352, pct<= 0.5=0.948
radius_target_1_2 ~ 1.0 * radius_input_9_10: mean_abs=3.8925, median_abs=3.7765, max_abs=10.2013, pct<= 0.1=0.126, pct<= 0.5=0.976
maxabs2_target_1_4 ~ 1.0 * maxabs2_target_2_4: mean_abs=3.6573, median_abs=0.0000, max_abs=27.8273, pct<= 0.1=0.586, pct<= 0.5=0.804
ratio_target_1_2 ~ -0.0137 * ratio_input_3_6: mean_abs=3.8402, median_abs=1.0213, max_abs=418.9708, pct<= 0.1=0.574, pct<= 0.5=0.854
radius_target_1_2 ~ 2.8834 * radius_input_6_11: mean_abs=2.5243, median_abs=2.2829, max_abs=10.2079, pct<= 0.1=0.432, pct<= 0.5=0.944
maxabs2_target_1_2 ~ 2.6607 * maxabs2_input_6_11: mean_abs=2.5146, median_abs=2.1856, max_abs=10.0425, pct<= 0.1=0.386, pct<= 0.5=0.936
maxabs2_target_1_2 ~ 2.4229 * maxabs2_input_11_12: mean_abs=2.4593, median_abs=2.0747, max_abs=11.0085, pct<= 0.1=0.398, pct<= 0.5=0.934
radius_target_1_2 ~ 1.0 * radius_input_1_10: mean_abs=3.8742, median_abs=3.6677, max_abs=10.2565, pct<= 0.1=0.114, pct<= 0.5=0.980
radius_target_3_4 ~ 3.0174 * radius_input_1_6: mean_abs=4.5391, median_abs=3.8247, max_abs=16.2286, pct<= 0.1=0.368, pct<= 0.5=0.944
sqrtabs_target_2 ~ 1.0 * sqrtabs_input_3: mean_abs=0.7997, median_abs=0.5003, max_abs=4.7774, pct<= 0.1=0.398, pct<= 0.5=0.882
absdiff_target_3_4 ~ 4.1180 * radius_input_4_6: mean_abs=4.5668, median_abs=4.0554, max_abs=15.3306, pct<= 0.1=0.408, pct<= 0.5=0.944
radius_target_3_4 ~ 2.8101 * radius_input_4_12: mean_abs=4.4574, median_abs=3.7841, max_abs=17.3600, pct<= 0.1=0.338, pct<= 0.5=0.942
radius_target_3_4 ~ 2.3704 * radius_input_5_8: mean_abs=4.9365, median_abs=4.4400, max_abs=14.7824, pct<= 0.1=0.302, pct<= 0.5=0.954
ratio_inv_target_2_4 ~ 0.0097 * ratio_input_3_6: mean_abs=2.7757, median_abs=1.4571, max_abs=94.3345, pct<= 0.1=0.512, pct<= 0.5=0.874
normdiff_target_1_3 ~ 0.0002 * normdiff_input_1_10: mean_abs=6.6683, median_abs=0.9259, max_abs=1779.4086, pct<= 0.1=0.532, pct<= 0.5=0.864
normdiff_target_2_4 ~ -0.0007 * normdiff_input_7_10: mean_abs=7.5407, median_abs=1.0100, max_abs=1101.7474, pct<= 0.1=0.562, pct<= 0.5=0.848
maxabs2_target_1_4 ~ 0.9857 * maxabs2_target_2_4: mean_abs=3.8532, median_abs=0.6434, max_abs=27.8810, pct<= 0.1=0.586, pct<= 0.5=0.806
maxabs2_target_1_3 ~ 1.0 * maxabs2_target_2_3: mean_abs=3.7665, median_abs=0.0519, max_abs=29.1199, pct<= 0.1=0.566, pct<= 0.5=0.800
radius_target_1_2 ~ 1.0 * radius_input_4_7: mean_abs=3.8431, median_abs=3.7545, max_abs=9.3985, pct<= 0.1=0.106, pct<= 0.5=0.980
sqrtabs_target_1 ~ 0.8431 * sqrtabs_input_3: mean_abs=0.8246, median_abs=0.7818, max_abs=3.2459, pct<= 0.1=0.252, pct<= 0.5=0.924
radius_target_3_4 ~ 3.0332 * radius_input_6_9: mean_abs=4.5134, median_abs=3.9829, max_abs=13.6523, pct<= 0.1=0.384, pct<= 0.5=0.930
sqrtabs_target_2 ~ 1.0 * sqrtabs_input_7: mean_abs=0.7747, median_abs=0.6214, max_abs=4.1366, pct<= 0.1=0.288, pct<= 0.5=0.902
maxabs2_target_1_2 ~ 2.4717 * maxabs2_input_5_12: mean_abs=2.5428, median_abs=2.2819, max_abs=9.2376, pct<= 0.1=0.384, pct<= 0.5=0.932
radius_target_3_4 ~ 3.4419 * radius_input_5_12: mean_abs=4.4123, median_abs=3.6974, max_abs=16.2373, pct<= 0.1=0.378, pct<= 0.5=0.940
normdiff_target_1_3 ~ 0.0004 * normdiff_input_2_10: mean_abs=6.6613, median_abs=0.9128, max_abs=1779.4104, pct<= 0.1=0.528, pct<= 0.5=0.856
geom_target_1_2 ~ 0.8678 * geom_input_3_9: mean_abs=2.5936, median_abs=2.0793, max_abs=16.5802, pct<= 0.1=0.242, pct<= 0.5=0.928
sqrtabs_target_2 ~ 1.0 * sqrtabs_input_10: mean_abs=0.7808, median_abs=0.6495, max_abs=3.8115, pct<= 0.1=0.248, pct<= 0.5=0.908
sqrtabs_target_2 ~ 0.9858 * sqrtabs_input_10: mean_abs=0.7892, median_abs=0.6601, max_abs=3.7487, pct<= 0.1=0.240, pct<= 0.5=0.914
radius_target_1_2 ~ 1.0 * radius_input_2_10: mean_abs=4.0743, median_abs=4.0491, max_abs=10.7717, pct<= 0.1=0.102, pct<= 0.5=0.974
geom_target_1_2 ~ 0.8660 * geom_input_1_3: mean_abs=2.5911, median_abs=2.1434, max_abs=15.5342, pct<= 0.1=0.268, pct<= 0.5=0.918
normdiff_target_2_3 ~ 0.0002 * normdiff_input_8_10: mean_abs=3.7184, median_abs=1.0004, max_abs=161.9622, pct<= 0.1=0.544, pct<= 0.5=0.854
sqrtabs_target_2 ~ 0.9439 * sqrtabs_input_7: mean_abs=0.8065, median_abs=0.6998, max_abs=3.8698, pct<= 0.1=0.234, pct<= 0.5=0.916
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_7_10: mean_abs=3.7752, median_abs=3.4550, max_abs=12.0477, pct<= 0.1=0.186, pct<= 0.5=0.976
normdiff_target_2_3 ~ -0.0012 * normdiff_input_9_10: mean_abs=3.7182, median_abs=0.9829, max_abs=161.9723, pct<= 0.1=0.498, pct<= 0.5=0.854
normdiff_target_1_4 ~ -0.0003 * normdiff_input_7_10: mean_abs=3.3083, median_abs=1.0294, max_abs=161.3553, pct<= 0.1=0.560, pct<= 0.5=0.846
geom_all_target ~ 0.8551 * geom_target_3_4: mean_abs=1.9801, median_abs=1.5051, max_abs=14.4040, pct<= 0.1=0.376, pct<= 0.5=0.876
ratio_inv_target_2_3 ~ -0.0188 * ratio_input_3_6: mean_abs=4.9883, median_abs=1.5085, max_abs=759.3370, pct<= 0.1=0.504, pct<= 0.5=0.846
geom_target_1_2 ~ 0.8596 * geom_input_7_10: mean_abs=2.6275, median_abs=2.1740, max_abs=14.5401, pct<= 0.1=0.242, pct<= 0.5=0.922
